Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,07/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Finland,FIN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2137.893209,2331.777291,2722.306182,3559.935217,4481.946423,5229.751761,5605.992177,5796.104266,6254.733548,7740.970613,9262.690469,8941.341299,8947.928039,8545.406762,8840.97294,9305.618119,12247.00446,15131.77449,17981.034,19230.19838,22301.99441,19436.16638,16722.81504,13110.86105,15458.3846,20756.43214,20573.83535,20045.58287,21136.3336,21508.94635,20068.26191,20702.81711,22457.67491,27056.45295,31502.6854,32328.40155,34313.95694,40174.25616,44209.86343,38788.56063,38296.2127,41789.95588,38711.30979,40439.56725,41149.74788,35093.91464,35796.98258,37839.34244,40864.14837,39659.40524,40405.34387,44416.2002,,,
Fiji,FJI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1649.730038,1658.02719,1512.256274,1413.032203,1454.153105,1392.385881,1546.348198,1369.797182,1270.429684,1342.461754,1467.695417,1515.769872,1666.562012,1771.510463,1934.560163,2133.674396,2322.061808,2215.331885,1701.659942,1969.616533,1783.381344,1704.79915,1945.100416,2376.156511,2809.834069,3104.761021,2987.429471,3342.769779,3483.469241,2886.038578,3026.675967,3492.570279,3645.179811,3969.220986,4374.066692,4142.135905,4408.054247,4635.249114,4918.535725,4730.101074,3953.150164,3782.211976,,,
France,FRA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2508.081895,2772.472296,3355.57885,4313.16434,4587.473343,5736.638207,5883.863271,6431.042165,7973.885752,9619.777942,10878.81894,9442.088755,8882.621693,8394.152666,7900.677597,8252.154431,11558.22126,13960.80747,15141.1239,15095.61747,18541.63449,18308.09476,20151.20348,18920.52761,19870.17046,22804.95355,22935.16784,20795.89751,21520.51377,21421.73861,19328.45135,19369.66125,20728.18128,25323.49168,28883.48382,29736.26749,31191.9391,35491.31278,38690.74069,35241.31511,34397.40755,37189.4419,34394.69344,35878.04225,36234.5312,30908.68633,31203.69485,32666.61256,34960.74076,33898.5168,31908.09822,36447.57846,,,
Faroe Islands,FRO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1927.651721,1939.456755,1975.504243,1937.086075,1763.245878,1843.130187,1893.648858,1999.878077,2048.315633,2056.035453,2079.627414,2069.815987,2188.111231,2234.02567,2295.686004,2345.277173,2594.638836,2680.194989,2788.613885,2977.244075,2979.580006,3001.99225,3274.929302,3352.833579,3593.732277,3526.513715,3919.334528,3843.479245,3740.857969,,,
Gabon,GAB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,327.822128,383.9385946,389.1218272,732.4015881,897.2992839,1544.134732,2654.083445,2143.344193,1499.253664,806.163231,2778.241604,3235.463485,3317.276133,2737.151945,2676.20998,2352.919325,2408.338364,2068.321345,2789.543041,2430.354106,2652.551248,2852.749959,2540.817416,1595.786377,1761.741546,1870.18933,2243.75972,1979.503026,2031.452187,1937.069643,1352.086801,1834.306228,2048.409197,2529.379914,2684.906435,3098.286216,3095.182432,3432.445959,4023.713308,3818.251409,3721.19122,4297.654089,4124.603741,4652.250021,5576.50316,4577.103937,4390.447171,4354.487549,4645.654763,4477.602653,4266.703011,4438.451929,,,
United Kingdom,GBR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2267.45004,2534.270487,2881.707738,3246.470747,3456.50728,4064.554993,3891.152906,4308.658951,5473.196929,6967.861662,8807.363459,8319.677752,7969.242663,7601.090534,7145.860908,7476.589204,9409.889739,11526.6905,14080.33664,14122.77927,16398.08194,17154.96194,17960.75284,16162.17953,17726.87905,19281.29587,20267.47457,22819.64726,24813.52359,24834.76724,24401.02043,24062.70185,26117.41079,29959.88352,35034.76125,36605.04179,37973.61519,42710.97088,39510.51715,32299.43394,33571.19931,35752.9582,35513.31748,36079.91072,39528.28515,37457.26103,34106.74438,34113.84489,36165.90393,,,,,,
Georgia,GEO,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.6757685,606.4785775,653.5089928,694.3441371,735.495238,865.4680279,1146.545558,1441.33674,1774.220478,2296.383426,2882.580187,2433.037238,2713.940099,3350.545343,3765.070675,3904.295302,4038.986662,3333.061251,3259.603283,3507.479077,3863.888408,3802.126605,3499.623053,4084.970574,,,
Ghana,GHA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,233.5889819,197.8695635,222.3124292,254.8670157,234.5661703,224.4458013,250.0967629,284.7439454,302.5068295,317.2852645,299.3924901,275.6872425,269.2018214,281.8917623,279.994369,345.9681359,296.4535857,296.5678186,293.5878543,316.9477632,349.719732,327.7821349,288.8625603,245.2680759,284.0010732,295.8751304,290.7355968,309.1893093,327.5461118,190.625149,202.6171629,226.4362158,263.2882587,311.3709231,377.0099508,741.1653744,868.5733418,980.9491614,858.45567,1027.869243,1148.735934,1156.647092,1849.154039,1497.362712,1358.926296,1527.722385,1567.246586,1741.311836,1742.953253,1852.244496,1841.535044,,,
Gibraltar,GIB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,278.8902327,286.4027738,330.5112243,320.9655681,341.54163,373.509277,409.1029146,408.2803233,407.3973418,409.0744357,419.0512082,409.9777636,375.5700243,359.0164572,300.3066059,277.6353633,286.5796626,290.6348976,311.9186057,229.5581825,374.8536773,548.9901528,590.0651687,539.8314942,541.9428302,517.1104787,565.4533114,583.2718259,600.0950989,601.5361595,558.6718713,667.4980621,740.7556651,834.390333,801.1042446,854.6192496,,,
"Gambia, The",GMB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,289.0320854,247.6534715,236.8608997,215.2591329,187.9101639,259.8510685,211.6391819,237.1671924,244.2832167,227.2690422,233.603703,532.5140533,525.5262367,534.2826181,509.2088915,517.5916631,542.4186826,491.1632188,497.292587,469.7622456,436.8029491,369.0605467,291.229531,233.0959936,487.7389488,506.9298522,498.6995899,586.738155,688.2057025,613.2335597,631.270697,532.0983092,507.7779125,480.8130105,422.2987192,457.7628005,474.2226,473.3298674,549.8980881,580.4247725,570.1252899,624.0718265,,,
Guinea-Bissau,GNB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,74.4889307,133.675429,128.8214072,141.7982077,116.2928609,142.0812516,99.2599968,134.7234525,118.6376027,161.0787927,181.3499455,183.2564005,148.8182708,159.8876004,149.710262,138.6916197,150.0049755,153.8953391,96.87206432,128.6059918,239.5569012,248.6680195,259.6441902,270.2965686,310.6261112,337.2670746,335.2771908,369.5770849,445.5640582,409.2295022,426.0884983,557.9370133,463.1632603,462.8378683,478.5576602,454.6448103,509.1500624,574.3439555,642.7315568,640.6889279,611.637566,678.0369901,,,
Equatorial Guinea,GNQ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,133.2811524,63.8830025,58.05372153,81.37554127,98.93394399,118.8892319,133.3443617,158.766888,169.3685401,132.6133086,196.1822817,202.3570479,244.2759899,228.5346712,104.1393391,112.1737145,144.1549085,229.5363047,133.1764917,210.5632639,-112.7622513,,,,,105.3746079,3103.039576,4242.429526,5588.677526,4204.314987,2100.041406,3893.130114,3902.706573,4764.483586,4872.220079,3844.051525,3210.780176,2864.504614,3012.706494,2356.554286,2243.607987,2709.305292,,,
Greece,GRC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20786.29702,23908.78499,26298.84884,24419.48974,21641.90036,20268.83991,18108.18941,17844.24842,17998.02352,15044.37444,14903.30493,15546.666,16496.93584,16155.11367,14754.74349,17262.58654,,,
Grenada,GRD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,327.2437494,337.5207087,403.8464265,485.0423003,543.2562483,641.8370445,793.1497861,856.5649457,949.8650808,1047.526172,1115.59146,1098.223693,1111.300331,1123.180335,1126.78726,806.8187399,773.3665101,834.2896551,873.7942797,767.6771465,935.8771857,1007.172083,1074.015894,1188.351297,1303.921949,1349.621346,1488.409706,1586.381948,1450.351844,1482.536203,1390.044587,1483.62975,1523.241162,1615.441486,1783.650654,1920.232696,2103.35675,2376.822073,2234.014571,2377.854618,2672.853956,2813.174483,2937.206549,3135.789368,3352.767535,3464.362548,3681.763051,3731.454921,3889.824374,3863.165908,4189.208188,,,
Guam,GUM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,576.590091,514.7330967,342.2145821,408.3565987,377.5639958,411.2192625,447.374625,260.3494138,341.4716656,264.5901718,298.7907044,192.6560323,255.8017315,369.8920238,428.9750373,465.758584,628.6574848,659.4588419,709.7796903,668.5235736,746.277974,747.3992886,746.5745436,758.4974631,798.4559566,859.6863506,2733.509186,3221.064772,3584.96753,3740.724566,3913.488955,4143.230371,4619.240455,4796.141296,4851.67794,5104.300549,4940.476515,5339.465992,5476.090507,5832.310516,5640.664718,6274.057438,,,
High income,HIC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2121.934149,2321.034088,2666.705037,3192.999312,3494.038181,3860.103851,4169.582285,4672.510983,5574.184731,6257.764572,6858.339036,6917.142785,6857.058916,7003.133871,7306.531975,7618.485395,9218.136937,10610.81975,11929.60119,12291.74396,13629.8492,14269.09022,15203.02546,15105.73486,16159.24237,17813.44233,17939.79196,17614.23475,17635.71385,18324.92149,18604.09517,18400.08555,19063.6121,21256.86943,23681.5208,24963.45526,26441.93317,28705.82647,30051.09355,27754.74332,29405.80852,31853.07197,31925.82398,32158.33034,32619.48209,30324.25052,30633.92606,32084.30571,33883.12826,34030.48412,32725.53823,36139.60394,,,
"Hong Kong SAR, China",HKG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,5416.81593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,230.1185887,243.529103,261.4000931,288.934777,306.3579572,356.7337678,422.2245198,777.4781369,853.640517,918.1218446,914.9847735,893.7940491,956.5437893,1026.912439,1085.33096,1135.317062,1203.483848,1104.377401,984.379705,842.2969129,768.4408653,794.0131992,797.7258405,727.7409888,810.2270009,772.9643454,837.9013705,916.0743006,909.0159621,987.4792395,1020.245708,1016.220838,1033.194775,1075.252009,1156.226364,1254.391922,1416.759867,1565.55541,1622.306709,1653.162219,1845.241303,1860.106701,1819.618746,1883.329154,1996.390785,2012.1947,2135.679642,2141.664763,2202.270857,2096.974032,2404.352994,,,
Heavily indebted poor countries (HIPC),HPC,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,300.5064283,289.5352721,280.9569463,279.9568299,284.9985243,320.056366,341.1198376,337.6954244,307.8830587,320.3681679,321.3086631,300.6941773,294.0204532,232.2171619,260.0616271,278.0416387,280.6789948,295.1484928,298.2453114,311.1487061,287.0946377,296.3985173,318.5439724,357.2313809,392.4024735,445.1039358,507.6476962,598.1401178,610.5884772,631.851097,680.9928168,694.8320262,761.1390691,817.0856994,781.977019,803.0899886,861.6494394,801.108522,813.2308948,797.5349845,824.7299645,,,
Croatia,HRV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4011.337662,4376.624839,4419.473111,4735.01347,4265.567224,3943.358173,4265.195474,5076.677416,6414.896265,7788.779502,8699.733372,9551.549685,11429.3127,13195.94474,11560.02743,11109.97575,11677.72547,10625.5449,11265.00965,11306.57767,10121.64965,10404.45543,11582.54042,12984.30368,13113.7613,12231.38931,14553.48421,,,
Haiti,HTI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,232.9877772,245.5708018,237.0420732,260.6820499,287.1554364,311.8675345,355.1078791,305.3471523,382.7139572,392.3318757,435.8971182,479.1669458,305.9528345,250.2655994,285.5277433,361.7274371,367.8729403,414.8794618,453.4362581,499.6617835,811.5412611,736.4940516,689.2223482,537.1715416,656.4821671,764.392283,786.2055964,983.5266401,1055.324402,1149.862037,1153.481633,1253.135582,1298.950445,1388.446013,1395.40905,1355.407267,1241.119857,1311.653793,1424.929171,1260.142651,1216.061288,1736.015025,,,
Hungary,HUN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3057.578255,3285.220407,3401.421212,3385.538122,3408.636326,3550.969876,3546.089964,3455.929885,3992.598802,5133.913548,6544.619726,8019.142755,8735.616474,8913.273312,10606.11276,12114.25013,10131.48046,10184.54124,10941.72004,10013.3594,10850.96989,11223.69972,10029.14742,10626.06795,11712.65238,13248.80727,13759.42779,13018.24326,14920.71625,,,
IBRD only,IBD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,175.8636171,188.1336202,205.7652182,258.0956819,305.8248929,322.6292682,340.1480771,377.0050497,396.6828491,448.2370175,512.5852795,556.0040409,541.017987,520.6667635,522.9595419,533.1089907,552.1629345,545.44184,585.4837075,615.9428365,702.5868624,726.609842,786.7922794,850.2274204,945.0922665,1063.839268,1162.778163,1221.361513,1178.091114,1127.828965,1200.847365,1201.3108,1208.107308,1336.08365,1560.023122,1828.015959,2145.600685,2654.439995,3099.211205,3021.637151,3585.793889,4111.945343,4353.228176,4527.401982,4648.740509,4346.129497,4338.657734,4750.378565,4921.129918,4985.865844,4730.012375,5454.922483,,,
IDA & IBRD total,IBT,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,167.0253346,176.6029611,192.5619422,238.0362265,283.8664741,303.1643757,317.3621257,349.0195752,369.283768,414.5525191,476.8481697,543.8614493,524.1858828,491.9679706,486.9201353,494.7004425,508.1028664,502.9153554,536.5366749,556.4977813,629.3040038,648.3655621,693.6443208,739.1346559,811.6581106,912.2418282,995.2729898,1041.073295,1004.60304,964.4534908,1023.870573,1021.226176,1028.739541,1132.926349,1318.552649,1537.106107,1802.321902,2208.995296,2572.965195,2508.902774,2953.637665,3338.237491,3525.797332,3669.112017,3774.569185,3534.590193,3525.201115,3827.726112,3948.832698,3991.632487,3784.041663,4315.870808,,,
IDA total,IDA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,151.5098241,195.5825609,237.5305192,233.7769494,239.1617134,270.1872179,286.7152508,352.9039399,570.1503858,521.6099923,418.4847474,373.5892,372.0137548,359.3439248,363.9263862,371.7330862,343.3548813,360.2946945,362.0800915,348.9450959,320.0502219,302.7424278,342.2840692,374.2725483,378.509034,378.223497,386.7864582,405.2142072,399.3398126,418.4850405,450.2580256,517.2299898,583.1226928,692.4428799,785.3016597,914.2844979,916.0351636,1012.265095,984.1145584,1036.976794,1112.986639,1198.182246,1167.478076,1179.986668,1200.147969,1216.084033,1236.554059,1202.658655,1259.014576,,,
IDA blend,IDB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,188.3385405,163.0133535,175.224065,178.0340858,225.5152914,270.1306078,317.016773,324.2728259,359.7136327,369.4941513,477.5295898,962.2756233,862.0251673,630.4939731,525.8309438,503.4600303,458.9440398,445.4492331,452.5209682,397.2750223,413.1114759,415.5682835,404.7502199,349.3768126,340.6855494,398.7612278,430.2810856,427.9772788,421.3965943,430.4222118,439.2374157,437.1040348,478.1405816,525.5873643,617.0561776,706.958344,891.1966483,994.8870011,1135.028214,1082.017001,1205.018107,1329.338688,1455.204255,1572.95279,1740.415043,1648.377922,1575.607793,1508.335585,1594.489376,1558.685627,1477.636755,1565.660538,,,
Indonesia,IDN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,72.37087621,71.73697955,80.2881771,113.532211,156.9667781,185.3094694,222.846571,262.1896158,291.5203253,236.5233905,345.2794226,433.4029578,484.6655624,414.6786096,420.679056,420.823471,404.1340597,363.4006998,405.0802519,430.9733432,467.4718449,528.78476,571.6287056,709.7437034,797.6227589,892.8811639,987.389234,922.7334765,383.8939806,541.6584333,616.192538,526.3143509,651.1047016,764.5573682,803.3719526,865.5696089,1113.108397,1305.283255,1522.690233,1652.477098,2298.912531,2645.079286,2728.134588,2691.456374,2593.311645,2534.722947,2782.524671,2937.317589,2925.859693,3080.807225,2933.533509,3189.243047,,,
IDA only,IDX,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,286.404663,274.1080879,270.2281868,271.7934878,286.4476632,298.6166981,317.5712159,325.6268871,316.8364209,334.850866,335.5765322,319.8686065,310.3888279,285.649439,312.6003494,345.9043511,354.964949,359.1317727,367.5152717,394.2002062,385.8252914,392.1760896,415.1923315,468.7749485,521.5375848,587.9797304,675.9335914,800.4219651,834.9876956,916.6388855,795.7815343,808.2660392,861.1815587,901.217788,904.5506408,965.1631629,1034.450607,1012.135076,1065.083661,1057.915141,1097.347416,,,
Isle of Man,IMN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,105.8539012,111.5878499,115.7926558,135.4786499,152.9528098,145.5624483,148.7915795,170.57495,188.7849197,205.2283069,246.1621957,246.8369868,247.6000667,264.2708758,249.6968173,265.4916153,279.5096106,304.6980559,316.4689111,306.4208343,323.4351906,264.7037197,277.2081283,264.806227,305.7802386,329.8868875,354.199537,367.3438682,366.9902674,391.1566172,387.7009103,395.602519,412.6389733,479.4314631,546.6280237,619.796128,698.2139552,890.2584188,850.5747693,956.1860045,1165.598529,1244.433726,1232.599484,1236.809406,1346.591587,1384.912625,1481.890055,1710.893171,1719.181867,1784.948743,1637.822519,1907.12904,,,
Not classified,INX,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1443.598797,1649.947031,2015.118034,2324.636675,2393.770754,2852.410318,2759.330483,3185.628824,3975.903413,4862.016171,5625.179911,5302.527513,5301.825263,5012.116747,4740.234653,4943.84697,6735.049707,7958.280613,8807.270512,9050.672486,11511.73174,11546.71031,12710.58939,11914.63073,12930.85623,15304.22644,16767.88143,17871.6129,19104.26102,19985.81202,19929.94953,20897.79956,23657.05078,30561.34089,35219.20818,37328.64032,39722.04915,44491.23381,44667.29921,36126.13941,33922.99808,35191.62313,32552.74014,35850.35705,38740.0917,34222.82992,35926.76866,37935.70251,41387.2047,41939.185,39542.53357,48855.66906,,,
"Iran, Islamic Rep.",IRN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,277.4171788,332.1868223,406.722378,630.2007234,827.6491798,1018.159276,1319.3164,1529.831709,1341.896067,1638.167179,1668.560206,1763.877121,2173.624774,2672.436104,2672.816348,2874.203503,3281.993974,1971.434091,1745.158994,1617.324023,1570.472577,,,726.7574698,836.703122,1132.940513,1424.82545,1365.6371,1348.768419,1366.072711,1230.08603,1474.289023,1547.45525,1811.858869,2159.59459,2490.118021,2855.847397,3783.318661,4309.414436,4484.781591,5251.437599,6665.121008,6645.308864,4917.127299,4502.348984,3932.223409,4427.617504,4532.120293,2766.463486,2449.494857,2072.101242,2981.34829,,,
Iraq,IRQ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,1928.650294,1742.021542,1889.671845,1839.814586,2099.288365,2005.122992,1947.114661,2212.211689,2499.665324,2462.025545,7443.486571,,,,146.5324861,468.5500955,363.2688578,683.1053499,666.7152801,1223.735032,1533.195463,1054.819404,933.3268759,615.6006071,962.7809387,1158.773961,1590.410988,2305.861126,3568.365984,3071.185475,3551.327584,4354.179584,5002.74057,5163.906663,4773.250075,3504.846622,3430.956759,3665.420114,4178.25946,4315.563922,3540.936976,3731.836939,,,
Iceland,ISL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32094.72022,32294.15318,39104.09809,43168.21411,42267.31247,49914.17937,58236.91205,58426.79915,57484.49609,48009.3862,54204.42435,,,
Israel,ISR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15551.40082,16474.73856,16610.00132,16355.79105,15722.47576,17005.35607,16734.64858,15128.81294,15551.56969,16385.31876,17305.26421,18552.86367,21284.10569,24640.18233,23010.01518,25869.42068,28664.63859,27194.70345,30702.81245,32314.1591,30461.96241,31762.58225,34950.81495,36072.4844,37723.84945,37501.009,43494.502,,,
Italy,ITA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1885.394642,2065.631418,2392.981944,2856.006942,3175.554913,3552.840203,3500.879184,3994.610274,4887.072909,6135.482189,7327.414904,6481.817131,6405.680465,6657.58357,6585.726546,6779.226135,9613.757322,12141.09257,13459.94585,13971.52356,17626.73243,18534.25286,19513.30407,15682.43815,16163.16956,17379.76637,19503.29186,18550.15487,18944.16917,18736.89584,17082.65882,17393.44753,18872.69269,23156.00177,26369.73958,26970.70718,28211.90891,31664.03462,33583.55688,30476.96322,29345.06761,31334.40443,28253.64576,28906.27318,29286.50891,24739.66633,25769.17833,27107.13111,29028.90484,28011.16548,26185.78259,29681.55713,,,
Jamaica,JAM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,658.5807186,837.4428807,836.7662845,1055.524682,1233.831654,1201.178265,1284.717524,997.0387623,878.2292535,930.1693961,1062.11874,1172.889125,1310.725353,769.3871415,646.0320634,903.4601024,1095.165371,1313.878799,1523.602877,1564.250296,1360.31929,1205.248711,1962.887526,1883.429793,2276.144576,2593.563188,2936.478884,3033.535616,3011.889045,3036.427133,3057.404688,3165.366559,3051.271589,3286.056157,3589.504862,3797.721331,4047.625338,4363.191845,3799.649287,4226.144704,4598.82761,4821.199346,4572.784749,4450.639348,4502.114575,4400.845686,4702.4459,4932.905199,5023.714032,4381.267675,4687.727674,,,
Jordan,JOR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,402.9331831,448.6935554,521.7884404,639.2238411,709.8153312,846.5235875,1012.430645,1218.358335,1482.167922,1692.289405,1833.829801,1858.017935,1853.926956,1742.433988,1636.529768,2004.801818,1988.552668,1723.119026,1105.012895,1007.324992,921.5983133,1113.211149,1130.277655,1203.692522,1257.443375,1243.79211,1277.139178,1376.7371,1380.825722,1463.009548,1530.685271,1585.612678,1670.732727,1849.003146,1985.856076,2251.465862,2410.799666,3041.536884,3209.301091,3408.739662,3603.896273,3812.818734,3974.533744,3857.533834,3716.739557,3652.760407,3803.780529,3892.45546,3983.968326,3856.016455,3934.821392,,,
Japan,JPN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1692.662322,1864.889389,2425.55033,3263.791095,3583.745727,3877.482427,4339.494095,5295.649272,7402.388028,7612.651541,7869.365615,8531.670465,7882.814807,8564.064758,9025.199745,9518.304556,14023.72583,16977.22451,20502.59969,20145.0749,20510.03618,23156.46076,24932.55981,28050.30568,31293.52119,34830.74893,31065.90167,28128.50104,25348.86456,28509.3582,30664.41044,26963.27592,25619.91823,27744.27243,30235.08185,29916.37675,28494.95545,28372.35766,31016.56692,31604.27662,34955.3162,38054.3422,38500.58419,32389.62683,30542.97769,28006.30687,31470.25292,31134.54194,31788.51609,32283.77072,31293.416,30520.07048,,,
Kazakhstan,KAZ,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063.252702,954.2444872,980.9155262,994.4323039,1088.797293,,821.2807292,705.9064035,950.6657364,1022.427759,1299.924538,1708.482478,2057.477006,2838.761196,4151.74143,4934.357189,4635.118106,5653.05788,7013.225681,7790.551708,9303.201634,8650.950665,7837.748709,5573.041793,6430.94922,6378.173082,6467.85264,6516.654531,6362.631782,,,
