Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,07/10/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Botswana,BWA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,188.7768408,225.9754524,315.0987375,365.5020356,398.8356405,388.6118612,456.0961147,585.8090668,767.7135689,910.2323214,987.9879028,882.2965823,929.8876466,899.4331194,788.2735199,959.0440423,1246.699126,1658.245744,1875.266149,2446.769198,2555.586952,2645.314989,2710.16848,2336.665185,2638.599521,2531.623483,2671.440746,2674.93544,2774.718916,2808.352787,2772.071356,2339.138773,2949.436481,3354.746714,3932.405703,3850.600831,4105.802633,4053.781767,3900.709246,4662.32762,5818.838323,5391.613169,5307.631622,5578.067306,4758.559277,4762.375707,5052.441727,5140.361571,5277.733063,4911.421975,5455.567399,,,
Central African Republic,CAF,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,274.7743765,245.3678106,258.4347862,222.1093899,215.3076383,294.4019585,374.2381386,386.0976311,401.9182362,386.4302993,439.9081694,408.6473618,405.0857861,353.4716658,231.1775373,297.425446,256.3607466,235.6646018,238.0154332,242.5406695,215.6995661,216.6734711,226.5462414,255.0228652,277.0270677,287.0006474,308.2190123,352.4320491,400.1730959,419.2832342,435.5575338,477.61026,485.4919537,305.9026408,337.77415,305.4455,324.0134356,376.674065,399.4516288,393.0234506,392.5273224,417.4338142,,,
Canada,CAN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,3414.622294,3758.307738,4257.451046,4839.689668,5712.946183,6148.625044,7231.924597,7288.631412,7439.306745,7922.762841,8745.604821,9752.938458,9873.077907,10706.57485,11097.10982,11332.25897,11704.98716,13252.82964,15354.49805,16740.82894,17207.34317,17586.4766,16735.0911,16170.20994,16017.94416,16619.92658,17002.69984,17542.88896,16794.22927,17868.20003,19386.44541,18986.18294,19537.08101,22686.55397,26003.16465,29229.89719,33132.78863,36533.91746,37787.14704,32986.0481,38678.18059,42617.97406,43024.4508,43054.54265,41608.03615,35364.11911,34318.54492,36906.31172,37828.31686,37785.72761,34953.03636,41986.23286,,,
Central Europe and the Baltics,CEB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1850.754479,2202.408294,2849.046412,3029.240176,2996.867625,3310.653519,3195.887982,3170.934799,3504.012112,3971.351801,4732.659947,5674.781435,6718.502656,7570.66097,9564.106192,11813.60092,9929.149916,10077.57184,11084.17538,10467.51435,11002.93494,11415.90852,10120.11584,10332.30041,11569.57729,13104.85204,13369.04379,13383.31527,15387.51655,,,
Switzerland,CHE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40553.48825,39111.01516,34659.04431,35760.72323,34989.61588,32930.97966,32248.52753,33733.79299,40939.39319,45346.77969,48033.98179,50174.76229,51128.29794,52789.14023,55813.21022,63191.04315,70650.7603,68518.98936,69446.63099,68999.91811,66347.41616,63668.84894,63071.25022,63208.82709,62588.33618,62971.41617,69631.65824,,,
Channel Islands,CHI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,786.8990873,951.919081,1033.707767,1392.227421,1267.996536,539.8458987,739.4046633,1038.148153,1178.637849,1588.30333,2102.10126,2482.115725,1677.098115,1267.058194,1179.788182,963.5009089,1057.965528,1268.148518,1442.584519,1627.161606,1840.083243,2164.997193,2661.093826,2865.024657,3198.167142,4066.738332,4322.11624,4689.675995,4543.358635,4029.115206,4063.581006,3729.042747,3620.26408,3792.256009,4532.811833,5511.82242,6177.909164,6979.392164,7650.161019,7591.880292,9447.952267,10496.04266,11767.17728,12389.67046,11572.41285,11170.85481,11021.32454,11698.30222,12043.82629,11461.20313,9720.749788,11116.89571,,,
China,CHN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,103.3596302,108.4353594,119.8133292,142.4782907,141.6270502,154.9927372,140.8634962,157.5154036,131.6705135,147.3852392,150.7808982,153.1197218,162.3961732,185.5742238,210.7053808,250.5615194,244.9805983,216.8455618,247.8239806,268.5569643,270.421448,289.2443657,321.187928,327.6820552,411.6317536,520.405932,604.9111422,666.8033694,699.7297879,733.2327388,798.0253834,876.8712486,965.1136191,1084.077736,1246.471517,1428.787145,1700.974006,2168.19689,2703.096789,3041.782139,3487.258993,4132.672201,4770.263182,5239.785134,5753.408668,6012.718649,6078.485222,6658.943735,7331.859806,7470.113815,7510.442656,9015.348004,,,
Cote d'Ivoire,CIV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,256.3880748,288.2151106,370.9593574,440.0367618,526.2916279,605.5111563,783.5501665,928.5648055,1006.534129,1070.655668,830.4044661,715.1880178,595.4751072,591.9630068,565.2483924,741.4988852,772.2889215,756.589216,659.9563091,693.131904,663.5293546,688.9944153,652.3499851,488.567912,632.259723,666.1222931,631.0119808,669.0908066,631.6694332,501.3867097,504.5245288,539.8930305,638.8569708,700.5349243,748.0692725,749.700478,852.0641748,996.2450882,996.0788264,1005.800805,982.6118286,1040.716009,1183.405123,1894.472682,1715.603416,1720.588157,1783.15387,1947.71214,1929.045074,1972.115482,2164.043178,,,
Cameroon,CMR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,154.8760714,182.5757939,203.3950501,221.8655818,293.1907923,289.6318825,276.8707495,462.2313051,567.0079812,518.5592039,558.8116292,595.6676058,604.1460302,634.0313002,715.7797941,1055.653338,1083.987075,1001.059926,811.3690328,831.1118718,784.8802989,783.1864107,1070.714647,540.9925524,641.0987241,634.7792248,601.6249759,644.8496236,649.934671,548.3479015,562.9872054,628.3217891,807.7237058,943.0570026,920.4293547,961.6339182,1050.962142,1161.889827,1190.313688,1109.361062,1182.039544,1122.02923,1239.555523,1324.675829,1147.733922,1175.441758,1213.088552,1309.376635,1268.70514,1285.527495,1377.092232,,,
"Congo, Dem. Rep.",COD,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.49825775,50.04717595,57.5838051,65.70436089,64.65937396,49.63547688,293.7623682,91.2159335,107.4976375,93.16146125,116.1126043,133.5107751,165.8420787,176.0919447,187.9457729,176.9281302,212.8009824,238.5158355,262.8283924,287.5938605,292.446628,314.5802622,320.3196093,314.2501527,398.4549715,445.4385346,397.0828078,327.8098533,,,
"Congo, Rep.",COG,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,158.5949798,179.5183809,217.6227007,259.759034,225.5013951,324.8171497,293.5469087,285.3269169,300.2569658,343.4094389,516.2830256,726.0157121,814.4759396,641.3557562,609.6067501,572.7893284,561.908122,600.6671623,416.3394427,306.766081,276.9354933,420.063066,456.8858645,290.4195723,209.7096425,22.77413948,34.39815582,103.9702925,179.1179551,119.4388072,4.835067454,75.22228439,102.1348278,203.5489303,193.6293101,325.724009,463.4305942,605.5079598,760.9712587,933.9085135,1046.879948,935.7287468,1507.981464,1926.896187,2126.773459,1463.932608,1161.754419,859.931916,1036.392719,869.8960694,764.0292039,1069.208061,,,
Colombia,COL,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,287.2752561,306.0373098,333.1138748,391.8709793,452.869081,469.2647065,544.5963901,692.7290035,819.3934146,954.568241,1119.15033,1185.814969,1231.699559,1170.211436,1114.188142,981.1139017,971.087735,962.2334409,1041.386082,990.5982439,1177.661053,1225.962668,1451.411732,1647.21735,2012.802024,2215.250157,2244.358664,2423.709883,2211.245363,1839.689324,2063.862477,2036.011991,1992.91343,1870.687819,2262.718671,2797.277549,3038.605808,3853.666337,4376.987252,4280.981467,5121.888449,5701.3386,6333.716591,6548.41345,6588.061797,5260.868776,5070.85301,5446.607779,5630.586587,5391.534175,4605.788773,5127.309256,,,
Comoros,COM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,591.6811271,531.5752989,482.4287376,488.2201419,459.0972165,470.5043371,649.7548968,769.0790157,787.8793255,742.8926082,903.6294184,871.6932437,927.7417313,898.6140988,617.5268695,745.0800129,726.5235942,656.5887327,653.764627,668.8304315,605.1195664,640.5884632,702.8138897,881.8536403,1006.390325,1021.202026,1071.026224,1190.09957,1339.116903,1300.22322,1271.99789,1399.465636,1354.676173,1458.950417,1472.793388,1206.76011,1241.49323,1298.833296,1420.75982,1403.4939,1399.473105,1452.961979,,,
Cabo Verde,CPV,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,587.745379,653.744894,653.0639716,729.800357,738.1773405,804.1240071,1091.169941,879.2502984,1030.193188,1035.7261,996.7973461,1039.844153,1163.712623,1027.10501,1063.30526,1139.856511,1486.283018,1664.974319,1695.388374,1892.214157,2624.58579,3010.871316,2876.711426,2717.136914,3062.316794,2874.02049,3083.465694,3055.011176,2650.499569,2765.951793,2939.133213,3306.369116,3334.092873,2840.364161,3210.02754,,,
Costa Rica,CRI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,506.9454424,558.9076635,680.1144445,726.7880852,824.6918387,989.9550736,1240.109443,1372.761838,1519.306316,1754.531616,861.7019346,790.8838721,1001.293696,1170.903036,1238.96803,1380.516339,1373.589103,1350.279676,1493.054872,1643.437465,2056.965096,2397.637999,2623.695407,2846.814697,3058.268143,3022.305714,3188.518248,3349.469158,3333.683947,3413.933822,3569.74284,3637.341362,3731.898365,3974.425871,4219.71286,4777.939573,5619.107137,6410.925829,6205.200799,7525.70741,8427.831673,9250.980911,9833.060348,9894.223728,10614.15739,10960.22077,11011.31106,11226.58729,11493.0208,10980.84397,11172.4316,,,
Caribbean small states,CSS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,2404.635562,2720.067855,3489.244362,3330.216667,3325.364121,3237.914384,2677.599871,2656.873876,2809.167379,2660.226777,2834.643274,2961.474417,3030.291488,2920.465331,3081.914019,3441.521671,3707.957263,4234.069018,4635.978915,4902.476392,5208.455039,5402.205424,5626.418963,6054.720843,6752.185895,7427.478121,8403.175446,9541.665391,11032.69958,8990.612185,9554.666164,9183.120535,9938.270767,10601.17967,11442.67747,11919.25376,10671.33153,11016.64368,10939.58722,11130.15718,9494.899881,10887.268,,,
Cuba,CUB,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,575.6718125,687.3673764,795.886038,962.9138591,1085.00923,1216.873892,1275.522679,1303.211795,1627.515706,1772.706134,1781.936468,1792.731476,1849.957741,1947.398502,2092.044466,1959.910595,2055.374772,2118.250731,2287.09707,2233.383277,2343.838797,1977.128217,1792.242982,1812.219103,2281.127842,2398.609459,1954.162519,1974.670203,2009.023229,2198.365641,2338.771919,2439.795862,2581.884838,2759.432646,2915.300962,3263.984854,3740.409953,4022.414069,4228.496916,4318.125162,4438.656214,5164.666882,5495.469329,5830.573378,6107.338454,6645.266827,6957.900384,7366.416254,7586.049674,7891.258815,,,,,
Curacao,CUW,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,1024.723022,1332.724243,1734.137451,2287.084961,3762.486572,3545.211914,3620.515869,3547.873779,3690.630615,3878.414795,4807.759766,5708.23291,6525.632324,6882.020996,8259.683594,8310.265625,9681.503906,9017.120117,9940.164063,12442.87402,12306.18262,11472.29199,13496.97461,12438.03906,11346.93066,11974.13574,13312.54785,17016.91992,19631.49219,20741.38281,22178.78711,25734.27734,30762.45703,28200.11719,26890.35352,29378.47852,25145.88867,23695.25586,22731.18359,20165.85156,20629.85742,22676.03906,24887.57031,24414.5918,22488.41602,24687.48242,,,
Czechia,CZE,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3140.714534,3678.53485,4562.838161,5106.750494,4648.370186,5004.377319,4843.718726,4584.305928,5013.579634,6065.420888,7403.995126,8761.890754,10122.6888,11309.78525,13667.79678,16823.85389,14319.40418,14232.53146,15447.39968,14334.3443,14511.85955,14284.85669,12903.36809,13479.63918,15315.25211,17451.20067,17471.65529,16844.23511,19843.78291,,,
Germany,DEU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2420.153447,2781.034325,3309.881783,4387.974388,4865.595713,5344.049704,5702.210021,6596.738744,8167.824587,9669.462235,10333.02427,8598.929039,8303.480522,8295.590387,7863.416326,7966.953728,11388.82702,14069.97174,15243.03693,15136.42789,19019.04319,19773.30734,22313.22996,21371.87406,22642.90963,26435.10329,25446.25951,22429.16233,22615.00938,22110.4171,19549.44184,19447.03569,20609.38155,24783.89639,28464.02957,28850.87277,30794.46171,35163.31393,38083.93478,34858.12486,34884.03479,39563.81733,36959.96893,38946.31307,40356.48312,34656.44191,35663.67889,37760.33968,40854.55597,39718.00233,39043.09715,42982.48189,,,
Djibouti,DJI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.4238522,772.6935804,777.1572237,781.527471,785.4650001,754.066963,736.3050237,717.6603671,728.6924888,730.8580445,730.0267652,732.3667601,757.5249178,794.8734341,825.7007489,869.1485271,904.5520522,1025.518492,993.5814728,973.70773,1070.893547,1155.788418,1611.218613,1861.616007,2043.606977,2078.635435,2103.255646,2287.402078,2423.395567,2481.423541,2747.300462,,,
Dominica,DMA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,964.2966259,1091.001199,1187.584391,1306.681473,1426.862927,1564.865691,1784.70742,2025.754623,2312.531468,2476.139522,2694.807322,2902.350026,3101.078948,3271.317134,3460.702731,3579.312594,3752.358741,3913.393523,4184.885209,4181.798894,4041.902858,4287.654135,4130.649541,4277.441277,4478.064756,4474.117862,4979.276327,5293.751306,5760.413183,6000.036541,6038.564705,5887.154928,5737.61181,5733.917611,6095.654798,6321.031522,6902.890624,6608.946449,7001.511604,7587.308523,6467.869116,7024.401891,,,
Denmark,DNK,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,2941.138469,3252.139849,3942.828333,5290.065754,5744.762414,6809.614873,7554.941406,8443.385054,10249.3186,11791.96511,11625.30741,9899.956183,9623.632205,9686.252199,9426.978557,9981.508271,14186.01451,17586.31276,18362.94703,17635.34279,21548.4629,21534.66947,23726.49706,22174.20383,24288.28523,28791.97741,29008.81889,26692.15786,27333.07575,27386.23327,24662.62924,24860.18828,26835.89665,32685.85198,38020.61938,40233.26445,43212.55617,47977.50069,52156.64117,47573.96705,48113.33602,51361.50182,48806.80302,51939.82636,53755.90909,45798.0298,46794.91137,49220.80391,52836.99612,50967.6115,52242.03137,58796.35993,,,
Dominican Republic,DOM,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,351.6526127,415.730021,467.7592165,565.7230395,678.9200248,725.5473021,808.0426078,837.7024784,946.7779862,1061.884469,1127.736209,1221.181322,1286.034526,1503.734523,698.5441017,853.0323257,783.6739008,693.6202837,860.4462743,898.5283858,1228.981849,1439.034582,1552.400074,1723.359956,1907.003255,2082.880305,2261.60471,2424.265406,2418.157993,2603.614824,2715.99617,2826.412341,2091.378914,2099.416982,3473.499745,3629.332924,4140.252491,4634.845612,4595.065677,5047.560735,5351.055897,5518.653857,5537.428277,5851.79887,6214.21529,6501.207713,6727.578894,7113.34938,7270.192051,6313.756343,7364.098945,,,
Algeria,DZA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,296.4212177,310.8597875,397.9868391,484.2158845,640.7336272,749.9399321,790.7220783,853.7110159,1095.978489,1096.310591,1494.792806,1623.884734,1708.090029,1801.624191,1953.035005,2043.84045,2309.75148,2290.909587,1964.751385,1801.589168,1907.336364,1363.166017,1446.633405,1454.139365,1196.856109,1125.602251,1203.706135,1250.046909,1284.126752,1219.061413,1293.362122,1339.513678,1346.497569,1565.86591,1882.223857,2090.096874,2344.230958,2803.438904,3513.905281,2960.306317,3451.290356,4080.708483,4280.70873,4210.070061,4167.01901,3319.132168,3256.460325,3295.651168,3172.694403,3098.163841,2689.872526,2809.555594,,,
East Asia & Pacific (excluding high income),EAP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,101.7055568,106.1346829,116.6808842,142.1638071,153.3208093,167.512313,164.5654566,186.0200697,176.709142,187.9021106,210.7575925,227.7665182,240.693405,249.4328078,269.0711778,292.7051548,285.6412658,266.8169251,304.8514673,331.7497812,345.8235198,378.1256019,419.7938451,454.4490027,543.6631336,655.2591011,741.813326,757.6613552,674.730064,731.3308099,786.2497214,822.5325335,910.8378366,1019.425404,1154.86387,1310.675278,1562.400801,1954.466677,2390.66165,2625.299142,3082.255212,3620.330159,4095.994916,4430.338044,4770.283823,4922.258584,5007.132002,5443.111633,5934.737592,6079.942545,6050.605923,7080.902082,,,
Early-demographic dividend,EAR,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,201.1824735,213.4096644,227.7998139,282.4204022,364.7450901,389.3888659,410.4255537,443.9864475,480.1116512,532.3944524,650.9250718,727.4344616,689.9821454,676.7740989,651.9382833,659.5338628,658.5874315,639.9909122,667.6059693,654.6611244,744.4922707,783.6164322,849.5065534,923.9846228,952.2584316,945.0770018,1006.880746,1063.472417,1033.388888,1063.300506,1117.740581,1089.815346,1043.801022,1132.968727,1283.404271,1460.663154,1651.16797,1939.998775,2127.530622,2070.910642,2464.970052,2643.938507,2724.822175,2730.656109,2798.93097,2688.043005,2745.591853,2919.402484,2891.131767,2922.45618,2694.661955,3041.916262,,,
East Asia & Pacific,EAS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,272.6494451,293.586334,354.0255021,455.4041862,508.9701019,548.2568247,590.653946,691.8266743,864.2417385,904.1365633,947.4711254,1029.940351,993.3895463,1044.412922,1102.253345,1146.723686,1477.604006,1689.580481,2017.5495,2050.593868,2092.408838,2320.64461,2476.48331,2720.34148,3050.895476,3438.418072,3276.560541,3067.719964,2674.729694,2961.303591,3177.940519,2928.775231,2959.182501,3251.236104,3622.875794,3819.645878,4023.416872,4471.182683,5039.498341,5184.629061,5986.469463,6799.363068,7320.094316,7298.537233,7486.585191,7397.909044,7627.383809,8093.746465,8638.066898,8737.308827,8599.572757,9664.180401,,,
Europe & Central Asia (excluding high income),ECA,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1199.525739,897.2371798,1113.833601,1161.333359,1221.504953,1596.014826,1442.404885,1485.225466,1203.104386,1394.956651,1788.586109,2324.484645,2900.335928,3322.592376,4213.959506,4953.356121,4116.337567,4874.280252,5436.623181,5755.132552,6267.359149,5961.575169,5245.036113,4947.85605,4989.324383,4810.089454,4834.053096,4671.216089,,,,
Europe & Central Asia,ECS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1155.202611,1288.26377,1526.942965,1920.004643,2130.965231,2462.609289,2537.585605,2840.291557,3447.393193,4169.534724,4655.698113,4068.425795,3873.340579,3735.597113,3571.166196,3675.258948,5026.953469,6170.496334,6841.782062,6934.381808,8531.363898,8789.268399,9535.97571,8671.471694,9107.769371,10439.23801,10691.96788,10174.81837,10532.70064,10422.7946,9776.45596,9815.255154,10686.25347,12970.0691,15120.8629,16049.71292,17281.18164,20053.6705,21660.21499,18984.99014,19481.92094,21470.81487,20561.17359,21397.87104,21629.91661,18562.98174,18435.89422,19480.62282,20735.45727,20322.6141,19461.97582,21940.28827,,,
Ecuador,ECU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,425.6646638,396.665047,440.4224289,503.779861,807.2786982,960.5607022,1082.732683,1293.143986,1341.538127,1431.647385,1756.935377,2154.06722,1915.328916,1522.38352,1439.847588,1433.960524,1296.963702,1136.506463,980.0519142,985.1772746,1049.570832,1250.875183,1333.361681,1364.55466,1606.666574,1673.350346,1661.625768,1879.946625,1875.962441,1187.735343,1005.227095,1464.688189,1717.569762,1887.496609,1996.874194,2128.192232,2311.747474,2507.783568,3002.389035,3303.942696,3484.174108,3771.616968,4196.201362,4567.574489,4809.210381,4854.429311,4784.817801,4822.279331,4668.739001,4622.757334,4317.410628,4420.825286,,,
"Egypt, Arab Rep.",EGY,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,221.1790407,231.0897848,244.7045613,258.3894002,225.555067,270.6743978,293.3663735,298.7201958,286.66836,283.3514344,312.2998091,326.6495804,429.8954862,474.1309704,500.3399529,548.7240979,624.1858146,628.6104974,532.8113518,568.3637678,564.864583,524.2932686,574.6685001,633.0256462,703.1673527,800.1751731,875.6696661,1020.386177,1110.861649,1130.173146,1212.755242,1185.51137,1001.513802,907.5889223,851.7401047,925.1546257,1094.76353,1321.186533,1581.728126,1883.717039,2089.409049,2148.266194,2551.208276,2583.679047,2704.037645,2983.278506,2957.127231,1999.859373,2043.811503,2431.968009,2964.90284,3184.810353,,,
Euro area,EMU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1949.210701,2190.747568,2627.004883,3387.872189,3781.866278,4338.351508,4511.954782,5099.638369,6235.188263,7510.270766,8317.478469,7115.260172,6829.331779,6656.839921,6381.214054,6555.336797,9251.642317,11442.81963,12566.66791,12773.49318,15966.83618,16449.01426,18038.05191,16371.59008,17199.75479,19834.832,20051.63641,18286.91635,18755.85035,18647.04143,16906.35956,17035.25604,18389.79607,22505.6357,25795.94589,26576.66098,28179.09045,32167.3135,34783.88609,31568.81332,30851.26644,33371.16437,30765.64091,32091.57332,32817.83198,28139.01192,28894.45639,30554.72693,32991.32219,32106.58214,30618.01867,34440.40253,,,
Eritrea,ERI,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.9464683,238.7719334,238.3070159,266.7200387,262.1707558,287.0729727,270.602864,269.0890241,279.7918287,263.860726,298.4367105,367.5935115,360.1125667,396.7437919,425.3577139,433.1041287,579.0391239,482.188957,485.382935,,,,,,,,,,,,,
Spain,ESP,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1055.202173,1189.497546,1505.18818,1990.843887,2433.784879,2816.383118,2866.905754,3168.489512,3806.574906,5025.921475,5364.958109,4573.342471,4378.822343,3769.340902,3773.072401,3983.12915,5586.681518,7101.975543,8351.247705,9260.530222,11991.83095,12890.7134,14016.85259,11586.47061,11476.81392,13448.34087,13900.04861,12723.86604,13323.80123,13617.51853,12777.72447,13213.9263,14726.43972,18547.58843,21375.52554,22509.89311,24030.41391,27377.47834,29598.6106,26838.52604,25486.32101,26212.69589,23566.20509,24255.02601,24711.00208,21727.02711,22502.28241,23885.94232,25800.21489,25134.58287,22324.62076,25103.61464,,,
Estonia,EST,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3360.678061,3713.516761,4381.989692,5854.697323,7216.364041,8538.238629,10243.97263,13193.38032,14305.91916,11532.87994,11282.42234,13704.93151,13778.33723,15315.38844,16276.91133,14040.88602,14872.60242,16600.90075,18854.37331,19062.76949,19133.10065,22462.36475,,,
Ethiopia,ETH,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,175.1691437,166.9073585,197.9261796,181.8953545,215.9716796,208.5799044,217.3544428,213.6001208,215.287952,216.7443518,230.4143113,163.4964555,133.2385161,90.06493885,85.3496044,96.53170813,95.23932138,78.31870526,88.13634667,91.80956133,89.47722438,75.11447289,64.07604158,84.60717465,108.1453022,136.1651144,164.86901,229.1115647,272.4682465,246.2436034,249.6915521,334.0210722,360.1079645,421.3570554,478.1032535,547.1037514,595.983941,627.812547,708.7418191,779.4577006,786.5847648,,,
European Union,EUU,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,1646.987505,1847.139413,2212.684314,2846.098223,3170.451384,3653.125704,3807.540551,4279.915082,5201.994453,6249.57252,6911.48399,5931.033375,5665.944577,5502.780908,5296.267739,5442.924922,7651.014288,9461.709225,10369.48585,10544.00328,13118.18699,13515.936,14790.67918,13387.06457,14158.60198,16420.76331,16679.4138,15268.13805,15711.59615,15627.04815,14275.57073,14423.52623,15639.52305,19146.05864,22012.84536,22894.29285,24409.72994,28070.60712,30661.23463,27592.37789,27235.10959,29548.14767,27355.05351,28585.78907,29245.13022,25156.40446,25813.2743,27428.31011,29679.66406,29005.20109,27916.82722,31524.73687,,,
Fragile and conflict affected situations,FCS,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.3078049,487.1735801,478.6686572,542.5865888,533.9098974,567.545175,636.8449932,630.5534137,616.9513491,617.8520976,769.3665953,932.246731,1168.480511,1408.659437,1754.068033,1613.507551,1822.962238,1600.343226,1793.396846,1829.288944,1912.237718,1570.106136,1449.165156,1481.291466,1495.123605,1532.044174,1415.93118,1413.380171,,,
